Player,Team,Age,Height,Weight,COLLEGE,COUNTRY,DRAFT,YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Richaun Holmes  ,    PHI  ,24,    6-10  ,235,    Bowling Green  ,    USA  ,2015,2,37,3,0,0.3,0.3,-19.2,0,10,3.4,0,14.3,0.0
Ryan Anderson  ,    HOU  ,30,    6-10  ,240,    California  ,    USA  ,2008,1,21,11,1.7,1.2,0.5,-27.8,3.6,10.5,10.1,47.5,9.4,0.0
Shabazz Muhammad  ,    MIL  ,25,    6-6  ,221,    UCLA  ,    USA  ,2013,1,14,4,6.3,1,0,10.3,0,13.3,38.1,56.3,0,0.0
Shane Larkin  ,    BOS  ,25,    5-11  ,175,    Miami  ,    USA  ,2013,1,18,11,3.7,1,1.8,-1.6,0.6,7.3,12.2,55.1,21.5,0.0
Tarik Black  ,    HOU  ,26,    6-9  ,250,    Kansas  ,    USA  ,      ,0,      ,7,0.3,0.9,0.3,-50.8,11.8,19,10.6,25,15.4,0.0
Tomas Satoransky  ,    WAS  ,26,    6-7  ,210,    None  ,    Czech Republic  ,2012,2,32,6,1.2,1.5,0.5,-3.9,7.5,6.3,12.2,23.7,7,0.0
Tony Parker  ,    SAS  ,36,    6-2  ,185,    None  ,    France  ,2001,1,28,5,6.6,0.8,1.2,-25.3,0,6.2,28.8,41.2,18.8,0.0
Trevor Booker  ,    IND  ,30,    6-8  ,228,    Clemson  ,    USA  ,2010,1,23,7,2.6,2.6,0,4.3,7.8,22.4,10.4,68.8,0,0.0
Ty Lawson  ,    WAS  ,30,    5-11  ,195,    North Carolina  ,    USA  ,2009,1,18,5,5.8,2.6,3,-1.5,2,10.3,14.3,50.6,23.4,0.0
Tyler Zeller  ,    MIL  ,28,    7-0  ,250,    North Carolina  ,    USA  ,2012,1,17,7,1.6,2,0.4,-25.9,3,16.2,5.8,81.4,7.5,0.0
Wade Baldwin IV  ,    POR  ,22,    6-4  ,202,    Vanderbilt  ,    USA  ,2016,1,17,4,1,0.8,0.8,15.6,0,17.6,17.4,41,18.8,0.0
Zhou Qi  ,    HOU  ,22,    7-1  ,210,    None  ,    China  ,2016,2,43,3,0.7,0.3,0,-7.6,0,20,7.1,100,0,0.0
Allen Crabbe  ,    POR  ,25,    6-6  ,215,    California  ,    USA  ,2013,2,31,4,5.5,3,0.5,-12.4,0,14,11.5,43.4,3.1,0.0
Andrew Harrison  ,    MEM  ,22,    6-6  ,213,    Kentucky  ,    USA  ,2015,2,44,6,6.5,1.8,2.2,-26.6,3.9,7.5,15.1,59.2,19.1,0.0
Anthony Morrow  ,    CHI  ,31,    6-5  ,210,    Georgia Tech  ,    USA  ,      ,0,      ,3,4,1,0.7,3.6,0,11.1,15.9,60.7,11.8,0.0
Avery Bradley  ,    BOS  ,26,    6-2  ,180,    Texas  ,    USA  ,2010,1,19,18,16.7,3.9,2.3,-6.5,2.9,8.6,22,53,10.3,0.0
Bobby Brown  ,    HOU  ,32,    6-2  ,175,    Cal State-Fullerton  ,    USA  ,      ,0,      ,5,5,0.4,0.2,-34.8,0,9.1,34.5,62.5,33.3,0.0
Boris Diaw  ,    UTA  ,35,    6-8  ,250,    None  ,    France  ,2003,1,21,11,5.7,1.9,2,2.8,1.7,9.9,15.5,60.1,17.2,0.0
Brandan Wright  ,    MEM  ,29,    6-10  ,210,    North Carolina  ,    USA  ,2007,1,8,2,2,1,0,-46.6,5.3,7.1,19.4,40,0,0.0
Brandon Bass  ,    LAC  ,32,    6-8  ,250,    Louisiana State  ,    USA  ,2005,2,33,1,2,1,0,-55.4,25,0,37.5,33.3,0,0.0
Channing Frye  ,    CLE  ,34,    6-11  ,255,    Arizona  ,    USA  ,2005,1,8,12,7.3,1.8,1.1,-6.5,0,15.4,19.1,69.8,12,0.0
Cristiano Felicio  ,    CHI  ,24,    6-9  ,266,    None  ,    Brazil  ,      ,0,      ,6,3.2,4.3,0.3,-8.3,9.5,23.2,12.4,59.8,3.9,0.0
Dahntay Jones  ,    CLE  ,36,    6-6  ,225,    Duke  ,    USA  ,2003,1,20,10,1.6,0.7,0.1,-23.9,3.3,19.4,16.9,65.6,4.5,0.0
Daniel Ochefu  ,    WAS  ,23,    6-11  ,245,    Villanova  ,    USA  ,      ,0,      ,4,0,0.3,0,6.8,0,25,18.2,0,0,0.0
David Lee  ,    SAS  ,34,    6-9  ,245,    Florida  ,    USA  ,2005,1,30,15,4.1,3.8,0.7,8.7,8.8,18,11.3,55,6.3,0.0
Denzel Valentine  ,    CHI  ,23,    6-6  ,212,    Michigan State  ,    USA  ,2016,1,14,4,1.3,2,0.5,13.3,0,32,15.1,41.7,15.4,0.0
Deron Williams  ,    CLE  ,33,    6-3  ,200,    Illinois  ,    USA  ,2005,1,3,18,4.3,1.3,2.1,10.2,1.3,6.9,14.6,56.7,20.7,0.0
Derrick Williams  ,    CLE  ,26,    6-8  ,240,    Arizona  ,    USA  ,2011,1,2,8,2.6,0.4,0.5,-31.7,2.9,6.1,22.6,66.1,18.2,0.0
Deyonta Davis  ,    MEM  ,20,    6-10  ,240,    Michigan State  ,    USA  ,2016,2,31,3,2.3,1.7,0,-21,13.3,27.3,20,59.5,0,0.0
Isaiah Canaan  ,    CHI  ,26,    6-0  ,201,    Murray State  ,    USA  ,2013,2,34,3,11.7,1.3,1.3,-14,0,4,17.3,61.1,7.1,0.0
Isaiah Taylor  ,    HOU  ,22,    6-3  ,170,    Texas  ,    USA  ,2016,0,      ,3,0,0.7,0.3,-9.5,6.3,10,7.7,0,16.7,0.0
James Jones  ,    CLE  ,36,    6-8  ,218,    Miami  ,    USA  ,2003,2,49,8,0.3,0.5,0,-30.6,3.8,11.5,10.6,20,0,0.0
James Michael McAdoo  ,    GSW  ,24,    6-9  ,240,    North Carolina  ,    USA  ,      ,0,      ,13,1.8,1,0,-15.6,7,13.1,15.1,61.1,0,0.0
James Young  ,    BOS  ,21,    6-6  ,215,    Kentucky  ,    USA  ,2014,1,17,10,1.5,0.7,0.3,3.7,2.2,14.6,17.2,50,11.5,0.0
Jeff Withey  ,    UTA  ,27,    7-0  ,231,    Kansas  ,    USA  ,2013,2,39,3,1.7,1.3,0.3,-7.5,12.5,5.6,11.6,51.2,9.1,0.0
Joel Anthony  ,    SAS  ,34,    6-9  ,245,    UNLV  ,    Canada  ,      ,0,      ,3,2,1.3,0,-12,11.8,10,13.2,67.6,0,0.0
Joel Bolomboy  ,    UTA  ,23,    6-9  ,235,    Weber State  ,    Ukraine  ,2016,2,52,2,2,1,0,44.4,0,22.2,15,66.7,0,0.0
Jordan Mickey  ,    BOS  ,22,    6-8  ,235,    Louisiana State  ,    USA  ,2015,2,33,2,2,2.5,0,30.4,0,31.3,15,40,0,0.0
Kent Bazemore  ,    ATL  ,27,    6-5  ,201,    Old Dominion  ,    USA  ,      ,0,      ,6,9.8,3.8,3.3,7.7,2.7,11.5,21.1,49.9,19.8,0.0
Kevin Seraphin  ,    IND  ,27,    6-10  ,278,    None  ,    France  ,2010,1,17,4,7.3,3.5,1,-18.8,12.1,9.7,23.1,49.9,11.1,0.0
Kris Humphries  ,    ATL  ,32,    6-9  ,235,    Minnesota  ,    USA  ,2004,1,14,1,0,0,0,1.8,0,0,0,0,0,0.0
Kyle Singler  ,    OKC  ,29,    6-8  ,228,    Duke  ,    USA  ,2011,2,33,1,0,1,0,-20.7,0,11.1,3.8,0,0,0.0
Kyle Wiltjer  ,    HOU  ,24,    6-10  ,240,    Gonzaga  ,    Canada  ,      ,0,      ,1,3,0,0,-87.8,0,0,6.7,150,0,0.0
Lavoy Allen  ,    IND  ,28,    6-9  ,260,    Temple  ,    USA  ,2011,2,50,3,0,0.7,0,26.1,0,16.7,4.3,0,0,0.0
Malcolm Delaney  ,    ATL  ,28,    6-3  ,190,    Virginia Tech  ,    USA  ,      ,0,      ,1,8,1,0,12.5,0,25,50,103.1,0,0.0
Marreese Speights  ,    LAC  ,29,    6-10  ,255,    Florida  ,    USA  ,2008,1,16,7,6.6,2.9,0.4,0.9,4.5,18.6,21.5,55.6,5.1,0.0
Matt Barnes  ,    GSW  ,37,    6-7  ,226,    UCLA  ,    USA  ,2002,2,45,12,0.8,0.8,0.6,-12.8,0,13,12.2,30,19.4,0.0
Michael Beasley  ,    MIL  ,28,    6-10  ,235,    Kansas State  ,    USA  ,2008,1,2,4,4.3,2.3,0.3,6.9,4,14.3,22.6,39.1,3.7,0.0
Mike Dunleavy  ,    ATL  ,36,    6-9  ,230,    Duke  ,    USA  ,2002,1,3,6,2,0.8,0.3,0.8,1.8,6.3,10.6,68.5,5.1,0.0
Mirza Teletovic  ,    MIL  ,31,    6-9  ,245,    None  ,    Bosnia and Herzegovina  ,      ,0,      ,3,1,1,0,-51.7,0,17.6,12.1,25,0,0.0
Monta Ellis  ,    IND  ,31,    6-3  ,185,    None  ,    USA  ,2005,2,40,4,5.5,2,1.3,-7.6,1.3,10.3,14.9,49.5,9.4,0.0
Norris Cole  ,    OKC  ,28,    6-2  ,175,    Cleveland State  ,    USA  ,2011,1,28,4,1.3,0.3,0.3,-64.7,0,5,17.2,31.3,6.7,0.0
Paul Pierce  ,    LAC  ,39,    6-7  ,235,    Kansas  ,    USA  ,1998,1,10,7,3,2,1,7.8,2.3,12.6,10.3,56.9,8.8,0.0
Paul Zipser  ,    CHI  ,23,    6-8  ,210,    None  ,    Germany  ,2016,2,48,6,7.3,3.5,0.5,-7.9,2.2,14,14.7,60.2,3.6,0.0
Rashad Vaughn  ,    MIL  ,20,    6-6  ,202,    UNLV  ,    USA  ,2015,1,17,3,2,0,0,-36.4,0,0,18.2,75,0,0.0
Richard Jefferson  ,    CLE  ,37,    6-7  ,233,    Arizona  ,    USA  ,2001,1,13,14,3.9,1.8,0.5,-0.7,5.6,8,14.4,54.7,5.3,0.0
Sam Dekker  ,    HOU  ,23,    6-9  ,230,    Wisconsin  ,    USA  ,2015,1,18,4,2.3,2.5,0.3,-40,11.9,14.7,15.2,37.5,5.9,0.0
Semaj Christon  ,    OKC  ,24,    6-3  ,190,    Xavier  ,    USA  ,2014,2,55,2,2.5,1.5,2.5,-54.6,0,16.7,10.2,50,41.7,0.0
Sheldon Mac  ,    WAS  ,24,    6-6  ,200,    Miami  ,    USA  ,2016,0,      ,7,2,0.3,0,26.7,0,9.1,26.8,70.9,0,0.0
Shelvin Mack  ,    UTA  ,27,    6-3  ,203,    Butler  ,    USA  ,2011,2,34,9,6,2.8,2,-6.4,2,16.2,19.5,48.6,18.2,0.0
Spencer Hawes  ,    MIL  ,29,    7-1  ,245,    Washington  ,    USA  ,2007,1,10,3,1.7,1.3,0.3,-19.9,10,11.8,15.8,50,10,0.0
Tim Quarterman  ,    POR  ,22,    6-6  ,190,    Louisiana State  ,    USA  ,2016,0,      ,2,1.5,0,0.5,28.6,0,0,14.3,75,20,0.0
Troy Williams  ,    HOU  ,22,    6-7  ,210,    Indiana  ,    USA  ,      ,0,      ,5,0.2,1.4,0.2,-37.2,7.1,25,24,5.1,10,0.0
Vince Carter  ,    MEM  ,40,    6-6  ,220,    North Carolina  ,    USA  ,1998,1,5,6,9.2,3.3,1.5,-15.4,2.3,10,14.2,61,7.8,0.0
Wayne Selden  ,    MEM  ,22,    6-5  ,230,    Kansas  ,    USA  ,2016,0,      ,6,3.8,1.5,1.2,6.4,3.3,6.7,14,41.4,9.7,0.0
Wesley Johnson  ,    LAC  ,29,    6-7  ,215,    Syracuse  ,    USA  ,2010,1,4,3,0.3,0.7,0,-34.8,0,33.3,4.2,56.8,0,0.0
Zach Randolph  ,    MEM  ,35,    6-9  ,260,    Michigan State  ,    USA  ,2001,1,19,6,13.2,8.2,0.7,-13.1,5.2,24.8,24.5,45,4.3,0.0
Aaron Harrison  ,    CHA  ,21,    6-6  ,210,    Kentucky  ,    USA  ,      ,0,      ,2,0,0.5,0,-36.8,0,16.7,0,0,0,0.0
Al Jefferson  ,    CHA  ,31,    6-10  ,289,    None  ,    USA  ,2004,1,15,7,13.3,6.1,1.1,-20.7,8,20.7,27.7,52.4,11.6,0.0
Amar'e Stoudemire  ,    MIA  ,33,    6-10  ,245,    None  ,    USA  ,2002,1,9,9,3.3,1.4,0,-10.2,3.8,12.7,17.5,66.6,0,0.0
Anderson Varejao  ,    GSW  ,33,    6-11  ,273,    None  ,    Brazil  ,2004,2,30,17,1.2,1.2,0.8,11.7,11.7,10.3,11.3,44.7,20,0.0
Andre Miller  ,    SAS  ,40,    6-3  ,200,    Utah  ,    USA  ,1999,1,8,5,1.8,1,1.4,10.3,6.5,10,10.4,57.1,29.2,0.0
Andrew Goudelock  ,    HOU  ,27,    6-3  ,200,    Charleston  ,    USA  ,2011,2,46,2,3,1,0,-13.2,0,13.3,30,50,0,0.0
Brandon Rush  ,    GSW  ,30,    6-6  ,220,    Kansas  ,    USA  ,2008,1,13,14,1.6,1.6,0.2,1.8,0,18.9,9.3,55.1,4.2,0.0
Brian Roberts  ,    POR  ,30,    6-1  ,173,    Dayton  ,    USA  ,      ,0,      ,10,0.8,0.1,0.3,17.5,2.9,0,13.8,34.4,10.3,0.0
Briante Weber  ,    MIA  ,23,    6-2  ,165,    Virginia Commonwealth  ,    USA  ,      ,0,      ,2,0,0,0.5,61.5,0,0,7.7,0,25,0.0
C.J. Wilcox  ,    LAC  ,25,    6-5  ,195,    Washington  ,    USA  ,2014,1,28,2,0,0.5,0.5,52.5,0,11.1,5.6,0,12.5,0.0
Charlie Villanueva  ,    DAL  ,31,    6-11  ,232,    Connecticut  ,    USA  ,2005,1,7,4,2.3,0.5,0.3,-20.7,0,10.5,28.6,34.9,20,0.0
Chris Andersen  ,    MEM  ,37,    6-10  ,245,    Blinn J.C.  ,    USA  ,      ,0,      ,4,3.8,7.8,0.8,-20.8,15.9,26.5,12.1,48.3,6.3,0.0
Chris Kaman  ,    POR  ,34,    7-0  ,265,    Central Michigan  ,    USA  ,2003,1,6,4,3.5,2,0.3,-0.2,5.7,13.3,31.6,38.9,6.7,0.0
Cole Aldrich  ,    LAC  ,27,    6-11  ,250,    Kansas  ,    USA  ,2010,1,11,6,3.8,5,0.5,-3.2,9.9,28.6,10.8,65.2,6,0.0
Courtney Lee  ,    CHA  ,30,    6-5  ,200,    Western Kentucky  ,    USA  ,2008,1,22,7,8.6,2.9,1.3,-4.7,1.9,6.3,11.3,52.1,5.7,0.0
Devin Harris  ,    DAL  ,33,    6-3  ,185,    Wisconsin  ,    USA  ,2004,1,5,5,7.8,2.8,1.6,-10,0.8,11,14,56.7,9.6,0.0
Dirk Nowitzki  ,    DAL  ,38,    7-0  ,245,    None  ,    Germany  ,1998,1,9,5,20.4,4.8,1.6,-14.2,1.9,12.3,25.8,56.4,8.3,0.0
Dorell Wright  ,    MIA  ,30,    6-9  ,205,    None  ,    USA  ,2004,1,19,5,3.2,1.2,0.4,-2.1,0,26.1,27.3,68,28.6,0.0
Festus Ezeli  ,    GSW  ,26,    6-11  ,265,    Vanderbilt  ,    Nigeria  ,2012,1,30,23,4,2.7,0.3,0.5,11.6,18.9,21.1,52.6,6,0.0
Gerald Henderson  ,    POR  ,28,    6-5  ,215,    Duke  ,    USA  ,2009,1,12,11,6.9,3.2,1.5,-6.9,2.3,11.6,17,43.5,11.7,0.0
Jared Sullinger  ,    BOS  ,24,    6-9  ,260,    Ohio State  ,    USA  ,2012,1,21,6,5.2,4.5,1.2,-13.7,10.1,21.3,24.6,35.4,15.6,0.0
Jason Thompson  ,    TOR  ,29,    6-11  ,250,    Rider  ,    USA  ,2008,1,12,10,0.8,1.1,0.1,-8.1,10.2,12.8,8.8,38.8,2.9,0.0
Jeff Ayres  ,    LAC  ,29,    6-9  ,250,    Arizona State  ,    USA  ,2009,2,31,2,1.5,0,0,31,0,0,12.5,104.2,0,0.0
Jeremy Lamb  ,    CHA  ,24,    6-5  ,185,    Connecticut  ,    USA  ,2012,1,12,3,3.7,1.3,0.3,-28.8,6.7,30,34.6,61.1,33.3,0.0
John Holland  ,    BOS  ,27,    6-5  ,205,    Boston University  ,    USA  ,      ,0,      ,1,0,0,0,-66.7,0,0,50,0,0,0.0
Jordan Farmar  ,    MEM  ,29,    6-2  ,180,    UCLA  ,    USA  ,2006,1,26,4,6.8,1.5,4,-17.9,0,6.2,16.5,41.8,24.2,0.0
Jordan Hill  ,    IND  ,28,    6-10  ,235,    Arizona  ,    USA  ,2009,1,8,5,0,1.2,0.4,-3,15.4,26.7,9.1,0,18.2,0.0
Jordan McRae  ,    CLE  ,25,    6-5  ,179,    Tennessee  ,    USA  ,2014,2,58,2,4.5,1,0,102.5,0,28.6,36.4,112.5,0,0.0
Jorge Gutierrez  ,    CHA  ,27,    6-3  ,189,    California  ,    Mexico  ,      ,0,      ,3,0,0.7,0.7,-28.8,0,20,15.4,0,25,0.0
Josh McRoberts  ,    MIA  ,29,    6-10  ,240,    Duke  ,    USA  ,2007,2,37,10,3.8,2.6,0.9,10.5,5.3,15.2,14.1,51.9,10.5,0.0
Josh Smith  ,    HOU  ,30,    6-9  ,225,    None  ,    USA  ,2004,1,17,4,4,0.5,1,-19.5,2.6,3.4,20.7,57.6,17.4,0.0
KJ McDaniels  ,    HOU  ,23,    6-6  ,205,    Clemson  ,    USA  ,2014,2,32,4,2.3,1.8,0.3,5.6,2.1,16.2,14.4,34.6,4.8,0.0
Kevin Martin  ,    SAS  ,33,    6-7  ,199,    Western Carolina  ,    USA  ,2004,1,26,5,4.4,0.8,0.6,8.6,0,8.3,25.5,51.6,11.1,0.0
Kirk Hinrich  ,    ATL  ,35,    6-4  ,190,    Kansas  ,    USA  ,2003,1,7,6,0.8,0.7,0.5,16.5,0,12.5,11.5,35.7,17.6,0.0
Lamar Patterson  ,    ATL  ,24,    6-5  ,225,    Pittsburgh  ,    USA  ,2014,2,48,4,1.5,1.3,0.8,11.3,0,23.8,25.6,40.3,25,0.0
Leandro Barbosa  ,    GSW  ,33,    6-3  ,194,    None  ,    Brazil  ,2003,1,28,23,5.6,1.2,0.7,5.7,4.6,6.1,18.7,66.3,9.4,0.0
Luis Montero  ,    POR  ,23,    6-7  ,185,    Westchester C.C.  ,    Dominican Republic  ,      ,0,      ,6,1.3,0,0,-18.8,0,0,17.6,133.3,0,0.0
Luis Scola  ,    TOR  ,36,    6-9  ,240,    None  ,    Argentina  ,2002,2,55,11,2.5,1.6,0.6,-18.3,1.3,11.9,13.5,39.1,9,0.0
Luol Deng  ,    MIA  ,31,    6-9  ,220,    Duke  ,    United Kingdom  ,2004,1,7,14,13.3,5.9,1.6,5.8,4.1,12.3,16.7,60.1,6.9,0.0
Mo Williams  ,    CLE  ,33,    6-1  ,198,    Alabama  ,    USA  ,2003,2,47,13,1.5,0.5,0.2,-15.3,0,7.7,26.4,34.6,10,0.0
Nazr Mohammed  ,    OKC  ,38,    6-10  ,250,    Kentucky  ,    USA  ,1998,1,29,5,0.4,0.6,0,15.8,9.1,20,13.6,50,0,0.0
Nick Collison  ,    OKC  ,35,    6-10  ,255,    Kansas  ,    USA  ,2003,1,12,9,1,1.2,0.6,5.2,4.1,10.5,4.6,65.4,9.4,0.0
PJ Hairston  ,    MEM  ,23,    6-6  ,230,    North Carolina  ,    USA  ,2014,1,26,2,2.5,0,0,-19.6,0,0,17.8,36.3,0,0.0
Pablo Prigioni  ,    LAC  ,39,    6-3  ,185,    None  ,    Argentina  ,      ,0,      ,5,0,0.6,1.4,-6.8,6.5,3.3,12.1,0,38.9,0.0
RJ Hunter  ,    BOS  ,22,    6-5  ,185,    Georgia State  ,    USA  ,2015,1,28,5,1,1.2,0.6,-3.4,2,12.2,10.2,27.8,10,0.0
Randy Foye  ,    OKC  ,32,    6-4  ,213,    Villanova  ,    USA  ,2006,1,7,16,2.5,1.3,0.8,-3.4,1.1,9,12.2,46.8,11.1,0.0
Rodney Stuckey  ,    IND  ,30,    6-5  ,205,    Eastern Washington  ,    USA  ,2007,1,15,7,6.3,2.1,2,7,0.8,9.6,20.1,46.8,22.6,0.0
Salah Mejri  ,    DAL  ,30,    7-2  ,245,    None  ,    Tunisia  ,      ,0,      ,4,4.8,3.3,0.3,-10.5,6.3,10.8,9.4,62.2,2,0.0
Steve Blake  ,    DET  ,36,    6-3  ,172,    Maryland  ,    USA  ,2003,2,38,4,1,1,2.5,-30.1,0,8.9,12.1,34,38.5,0.0
Tim Duncan  ,    SAS  ,40,    6-11  ,250,    Wake Forest  ,    US Virgin Islands  ,1997,1,1,10,5.9,4.8,1.4,15.4,5.1,16.5,15.1,48.2,8.6,0.0
Timofey Mozgov  ,    CLE  ,29,    7-1  ,275,    None  ,    Russia  ,      ,0,      ,13,1.2,1.6,0.2,-23.1,6.4,21.1,14.8,44.7,4.9,0.0
Tony Allen  ,    MEM  ,34,    6-4  ,213,    Oklahoma State  ,    USA  ,2004,1,25,4,7.5,2.8,0.8,-17.1,5.6,5.8,20.7,38.7,5.8,0.0
Tyler Hansbrough  ,    CHA  ,30,    6-9  ,250,    North Carolina  ,    USA  ,2009,1,13,2,0,0,0,-27.3,0,0,0,0,0,0.0
Xavier Munford  ,    MEM  ,24,    6-3  ,180,    Rhode Island  ,    USA  ,2014,0,      ,4,4.8,2.3,2.5,-25.9,1.2,10.8,17.5,32.9,18.9,0.0
Alan Anderson  ,    BKN  ,32,    6-6  ,220,    Michigan State  ,    USA  ,      ,0,      ,6,11,3.5,1.2,4.4,1.4,11.9,16.1,73.4,8.1,0.0
Alexis Ajinca  ,    NOP  ,27,    7-2  ,248,    None  ,    France  ,2008,1,20,3,2.7,0.3,0.3,-42.6,0,16.7,17.4,100,16.7,0.0
Alonzo Gee  ,    POR  ,28,    6-6  ,225,    Alabama  ,    USA  ,      ,0,      ,1,0,1,1,50,0,33.3,0,0,50,0.0
Arron Afflalo  ,    POR  ,29,    6-5  ,215,    UCLA  ,    USA  ,2007,1,27,3,1.7,2.3,0.7,-36.3,0,12.5,12,20.1,6.7,0.0
Beno Udrih  ,    MEM  ,32,    6-3  ,205,    None  ,    Slovenia  ,2004,1,28,10,7.6,2,2.1,-11.1,2.2,9.1,20.9,48.5,20.2,0.0
Bernard James  ,    DAL  ,30,    6-10  ,235,    Florida State  ,    USA  ,2012,2,33,1,0,0,0,75,0,0,0,0,0,0.0
Brendan Haywood  ,    CLE  ,35,    7-0  ,263,    North Carolina  ,    USA  ,2001,1,20,1,0,0,0,0,0,0,20,0,0,0.0
Chandler Parsons  ,    DAL  ,26,    6-9  ,227,    Florida  ,    USA  ,2011,2,38,1,10,6,2,-20.9,0,15,16.7,33.3,7.4,0.0
Darius Morris  ,    BKN  ,24,    6-4  ,195,    Michigan  ,    USA  ,2011,2,41,1,0,0,0,-44.4,0,0,9.1,0,0,0.0
Drew Gooden  ,    WAS  ,33,    6-10  ,250,    Kansas  ,    USA  ,2002,1,4,10,6.8,5.5,0.8,9.2,7,21.6,19.6,51,7.1,0.0
Earl Clark  ,    BKN  ,27,    6-10  ,234,    Louisville  ,    USA  ,2009,1,14,2,3,1,0,-52.8,0,16.7,33.3,30,0,0.0
Elton Brand  ,    ATL  ,36,    6-9  ,254,    Duke  ,    USA  ,1999,1,1,3,0.3,0.3,0,0,0,20,18.2,26.6,0,0.0
Gerald Wallace  ,    BOS  ,32,    6-7  ,220,    Alabama  ,    USA  ,2001,1,25,1,0,1,0,-50,0,25,11.1,0,0,0.0
Gigi Datome  ,    BOS  ,27,    6-8  ,215,    None  ,    Italy  ,      ,0,      ,3,1.3,0.3,0.3,3,0,9.1,16.2,33.3,10,0.0
Glen Davis  ,    LAC  ,29,    6-9  ,289,    Louisiana State  ,    USA  ,2007,2,35,14,2.9,1.9,0.2,-13.7,5.7,11.7,14.7,48.9,3.1,0.0
Greg Smith  ,    DAL  ,24,    6-10  ,250,    Fresno State  ,    USA  ,      ,0,      ,1,0,0,0,83.3,0,0,0,0,0,0.0
Greg Stiemsma  ,    TOR  ,29,    6-11  ,260,    Wisconsin  ,    USA  ,      ,0,      ,1,5,0,0,100,0,0,50,86.8,0,0.0
Greivis Vasquez  ,    TOR  ,28,    6-6  ,200,    Maryland  ,    Venezuela  ,2010,1,28,4,7.5,1.8,3,-23.1,0,7.1,15,49.5,20,0.0
Hedo Turkoglu  ,    LAC  ,36,    6-10  ,220,    None  ,    Turkey  ,2000,1,16,11,0.9,0.6,0.4,-28.1,1.6,10.9,16,29.4,13.8,0.0
Jarrett Jack  ,    BKN  ,31,    6-3  ,200,    Georgia Tech  ,    USA  ,2005,1,22,6,12.3,4.2,4.5,17,1.4,13.2,22.8,62,27,0.0
Jerome Jordan  ,    BKN  ,28,    7-0  ,253,    Tulsa  ,    Jamaica  ,2010,2,44,1,0,2,0,-44.4,12.5,20,27.3,0,0,0.0
Joel Freeland  ,    POR  ,28,    6-10  ,225,    None  ,    United Kingdom  ,2006,1,30,2,0,0.5,0,6.3,0,16.7,0,0,0,0.0
Joey Dorsey  ,    HOU  ,31,    6-9  ,275,    Memphis  ,    USA  ,2008,2,33,6,0.2,0.7,0.3,-35.1,6.7,21.4,10.8,17.4,40,0.0
John Jenkins  ,    ATL  ,24,    6-4  ,215,    Vanderbilt  ,    USA  ,2012,1,23,4,2.5,0.8,0,19.2,6.3,8,13.3,83.3,0,0.0
Johnny O'Bryant III  ,    MIL  ,22,    6-9  ,265,    Louisiana State  ,    USA  ,2014,2,36,1,6,3,0,-75,5.3,18.2,29.6,37.5,0,0.0
Jordan Adams  ,    MEM  ,20,    6-5  ,209,    UCLA  ,    USA  ,2014,1,22,4,1.8,0.3,0,37.3,0,12.5,21.7,73.5,0,0.0
Kendrick Perkins  ,    CLE  ,30,    6-10  ,270,    None  ,    USA  ,2003,1,27,8,1.3,1.1,0,-18.3,5.9,19.4,22.4,40.3,0,0.0
Kosta Koufos  ,    MEM  ,26,    7-0  ,265,    Ohio State  ,    USA  ,2008,1,23,11,3.4,3.5,0.4,-13.1,12.6,15.4,11.6,55.7,4.9,0.0
Kostas Papanikolaou  ,    HOU  ,24,    6-8  ,235,    None  ,    Greece  ,2012,2,48,8,0.4,0.3,0,-22.9,0,7.7,19.2,30.7,0,0.0
Lester Hudson  ,    LAC  ,30,    6-3  ,190,    Tennessee-Martin  ,    USA  ,2009,2,58,7,2,0.1,1,3.5,0,2.7,19.3,50,26.9,0.0
Markel Brown  ,    BKN  ,23,    6-3  ,190,    Oklahoma State  ,    USA  ,2014,2,44,2,3,1,0.5,-56.3,12.5,0,29.6,51,33.3,0.0
Martell Webster  ,    WAS  ,28,    6-7  ,230,    None  ,    USA  ,2005,1,6,1,2,0,0,-17.8,0,0,20,50,0,0.0
Matt Bonner  ,    SAS  ,35,    6-10  ,235,    Florida  ,    USA  ,2003,2,45,7,0.9,0.9,0.1,17.4,0,14.3,12.4,30,4,0.0
Mike Miller  ,    CLE  ,35,    6-8  ,218,    Florida  ,    USA  ,2000,1,5,9,1,1.1,0,-9.6,0,14.9,4.3,90,0,0.0
Miles Plumlee  ,    MIL  ,26,    6-11  ,255,    Duke  ,    USA  ,2012,1,26,1,3,6,1,-22.8,12.5,18.8,26.3,16.9,10,0.0
Nick Calathes  ,    MEM  ,26,    6-6  ,213,    Florida  ,    USA  ,2009,2,45,10,3.3,1.6,1.6,3.2,0.8,12.6,17.7,41.8,19.5,0.0
Nick Johnson  ,    HOU  ,22,    6-3  ,202,    Arizona  ,    USA  ,2014,2,42,9,1.3,0.4,0.4,-14.1,2,5.2,18.5,32.8,14.8,0.0
O.J. Mayo  ,    MIL  ,27,    6-5  ,210,    Southern California  ,    USA  ,2008,1,3,6,9,3.3,3,-0.7,0.6,11,19.2,45.5,20,0.0
